CASRN,DTXSID,SMILES
57677-99-3,DTXSID50206378,C(COP(=O)(O)OCCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
57678-00-9,DTXSID10206379,C(COP(=O)([O-])OCCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.C(CO)[NH2+]CCO
57678-01-0,DTXSID90558000,C(COP(=O)(O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
57678-02-1,DTXSID10880491,C(COP(=O)(O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.C(CO)NCCO
57678-03-2,DTXSID60874027,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
57678-05-4,DTXSID20206380,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
57678-07-6,DTXSID40880489,C(COP(=O)(O)O)C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
57678-90-7,DTXSID30881364,CC(C(C(C(C(C(C(C(C(CCOC(=O)C=C)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
57702-79-1,DTXSID30895704,C1=CC=C2C(=C1)C=CC(=N2)C(C(C(F)(F)F)(F)F)(F)F
57728-77-5,DTXSID50711396,CC1=C(C=CC(=C1)OS(=O)(=O)C(C(F)(F)F)(F)F)SC
57728-78-6,DTXSID40710035,CSC1=CC=C(C=C1)OS(=O)(=O)C(C(F)(F)F)(F)F
57728-88-8,DTXSID20614603,CS(=O)(=O)C1=CC=C(C=C1)OS(=O)(=O)C(C(F)(F)F)(F)F
57762-33-1,DTXSID20973348,CCO.C(C(F)(Cl)Cl)(F)(F)Cl
57765-32-9,DTXSID50881361,C[N+](C)(C)CCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[I-]
577773-57-0,DTXSID30895163,C(C(C(C(C(F)(F)F)(F)F)(F)F)Cl)Cl
57915-74-9,DTXSID10574702,CC(CCC(C(F)F)(C(F)(F)F)F)C(C(C(F)(F)F)F)(F)F
58161-61-8,DTXSID20507187,C12=C(C(=C(C(=C1F)F)F)F)C(C(C2=O)(F)F)(F)F
58191-47-2,DTXSID60382096,CC1=CC=C(C=C1)S(=O)(=O)OCC(C(C(C(COS(=O)(=O)C2=CC=C(C=C2)C)(F)F)(F)F)(F)F)(F)F
58191-50-7,DTXSID50712641,C(C(C(C(CN)(F)F)(F)F)(F)F)N.Cl
58194-00-6,DTXSID90886254,C(=O)(C(C(F)(F)F)(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F)F
582-00-3,DTXSID00897033,C1=CC=C2C=C(C=CC2=C1)NC(=O)C(C(C(F)(F)F)(F)F)(F)F
582-74-1,DTXSID70292117,CC1=CC=C(S1)C(=O)CC(=O)C(C(C(F)(F)F)(F)F)(F)F
58292-89-0,DTXSID10547133,CC(=O)C#CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
58292-95-8,DTXSID20895293,C(#CI)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
58301-28-3,DTXSID20896048,C(CO)NC(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
58431-32-6,DTXSID30457447,C(C(F)(F)P(=O)(C(C(F)(F)F)(F)F)C(C(F)(F)F)(F)F)(F)(F)F
58431-33-7,DTXSID30540984,C(C(F)(F)F)(C(F)(F)P(=O)(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)(F)F
58431-34-8,DTXSID10542188,C(C(C(F)(F)P(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)(F)F
58431-35-9,DTXSID40542353,C(C(C(F)(F)F)(F)F)(C(C(F)(F)P(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
58457-67-3,DTXSID20207155,C1=CC2=C(C=C1Cl)NC(=N2)C(C(F)(F)F)(F)F
5847-95-0,DTXSID00293950,C1=CC2=C(C=C1F)NC(=N2)C(C(F)(F)F)(F)F
58481-77-9,DTXSID30974028,C(Cl)(Cl)Cl.C(C(F)(Cl)Cl)(F)(F)Cl
58481-78-0,DTXSID90974029,CC(=O)C.C(C(F)(Cl)Cl)(F)(F)Cl
58510-75-1,DTXSID60852340,C1=CC=C(C=C1)C(=O)CS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
58510-86-4,DTXSID90852338,C1=CC=C2C(=C1)C=CC=C2C=C(S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
58524-63-3,DTXSID50596968,C1=CC(=C(C=C1N)N)C(C(F)(F)F)(C(F)(F)F)F
58544-13-1,DTXSID701026622,C(=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)C=O
58556-45-9,DTXSID80377823,C(CCO)CC(C(F)(F)F)(F)F
58599-98-7,DTXSID40441872,C(=O)(C(C(F)(F)F)(N(C(F)(F)F)C(F)(F)F)F)F
58621-65-1,DTXSID20507566,C(=C(C(F)(F)F)C(F)(F)F)(C(C(F)(F)F)(F)F)C(F)(F)F
58621-71-9,DTXSID40896328,C(=C(\C(F)(F)F)/F)(\C(C(F)(F)F)(C(F)(F)F)F)/C(C(F)(F)F)(F)F
58621-72-0,DTXSID80896327,C(=C(/C(F)(F)F)\F)(\C(C(F)(F)F)(C(F)(F)F)F)/C(C(F)(F)F)(F)F
58671-32-2,DTXSID90896292,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
58671-35-5,DTXSID10628658,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)CO)O
58706-58-4,DTXSID00545628,C(C(C(F)(F)I)(F)F)(F)F
58707-61-2,DTXSID20614941,C(OC1(C(C1(F)Cl)(F)F)F)(Cl)Cl
58707-62-3,DTXSID10614935,C(OC1(C(C1(F)Cl)(F)F)F)(F)F
58707-63-4,DTXSID90614938,C(OC1(C(C1(F)Cl)(F)F)F)(F)Cl
58707-64-5,DTXSID50614939,C(OC1(C(C1(F)Br)(F)F)F)(Cl)Cl
58707-65-6,DTXSID30614937,C(OC1(C(C1(F)Br)(F)F)F)(F)F
58707-66-7,DTXSID60614940,C(OC1(C(C1(F)Br)(F)F)F)(F)Cl
58816-74-3,DTXSID50473689,C1C(C(C(=O)O1)(F)F)(F)F
58816-79-8,DTXSID70380760,C(=O)(C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)F)Cl
588668-97-7,DTXSID10659927,C1(C(S(=O)(=O)[N-]S(=O)(=O)C1(F)F)(F)F)(F)F.[K+]
58883-50-4,DTXSID00207592,C=CCOC(=O)C(C(F)(F)F)(F)F
58920-31-3,DTXSID30880493,CN(CCCCOC(=O)C=C)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
58935-89-0,DTXSID00896349,C(C(CN)O)C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F
58955-19-4,DTXSID40615894,C1(=C(C(=C(C(=C1F)F)F)F)F)N2C(C(C(C(C2(F)F)(F)F)(F)F)(F)F)(F)F
58979-41-2,DTXSID20896609,C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F
59006-65-4,DTXSID20207771,CC(=C)C(=O)OCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
59071-10-2,DTXSID3069306,CCN(CCOC(=O)C=C)S(=O)(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
59153-45-6,DTXSID60896966,C1=CC=C(C=C1)C(C(C(C(F)(F)F)(F)F)(F)F)O
591727-04-7,DTXSID10594041,C1=C(SC(=C1)C(=O)CC(=O)C(C(F)(F)F)(F)F)C#N
5927-65-1,DTXSID70379831,C(C(C(C(C(C(C(=O)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
5930-66-5,DTXSID80382119,C(=O)(C(C(F)(F)Cl)(F)F)F
59379-88-3,DTXSID00787162,C1=CC(=CC=C1C(=O)NCO)OC(=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)F
59426-77-6,DTXSID40516670,C(C(OC(F)(F)F)(F)F)(C(F)(F)F)(F)F
59432-83-6,DTXSID30710923,C1=CC(=CC=C1C(=O)Cl)OC(=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)F
594840-40-1,DTXSID60851772,C=CCC(C(C(C(F)(F)Cl)(F)Cl)(F)F)(C(F)(F)F)O
594-91-2,DTXSID9074721,C(C(C(F)(F)F)(F)F)(C(F)(F)F)(C(F)(F)F)F
59493-71-9,DTXSID70897580,C[N+](C)(C)CCCNC(=O)C1=CC=C(C=C1)OC(C(C(C(C(C(C(CC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
59493-72-0,DTXSID10880496,C[N+](C)(C)CCCNC(=O)C1=CC=C(C=C1)OC(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[I-]
594-99-0,DTXSID401019638,CN(CCOCCOCCOCCOCCOCCOCCOCCOCCO)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
595-00-6,DTXSID00895539,C=COCC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
595-26-6,DTXSID90278736,C1=COC(=C1)C(=O)CC(=O)C(C(C(F)(F)F)(F)F)(F)F
59536-17-3,DTXSID20208223,C1=CC(=CC=C1OC(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)[O-].[Na+]
595543-28-5,DTXSID80787120,COC(C(F)(F)F)(OC)F
59587-38-1,DTXSID50880511,C(CS(=O)(=O)[O-])C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[K+]
59587-39-2,DTXSID10880512,C(CS(=O)(=O)[O-])C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[NH4+]
59655-40-2,DTXSID10787077,C1=CC(=CC=C1CCl)OC(=C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F)F
59655-42-4,DTXSID50705679,C1=CC(=CC=C1CCl)OC(=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)F
59663-83-1,DTXSID20553684,C1(C(C(OC1(C(F)(F)F)F)(C(F)(F)F)F)(F)F)(F)F
59665-23-5,DTXSID70895208,C=C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)Br
59665-24-6,DTXSID40380272,C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(Br)Br)Br
59665-26-8,DTXSID90895346,C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(Br)Br)Br
59665-28-0,DTXSID00631439,C(=C(/C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)\Br)\Br
59665-30-4,DTXSID20505825,C#CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
596807-60-2,DTXSID50787071,C1(C(O1)(F)F)(C(OC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F
59681-95-7,DTXSID40787060,C(=O)(C(C(F)(F)F)(OC(F)(F)F)F)C(C(F)(F)F)(OC(F)(F)F)F
59727-25-2,DTXSID30309992,C1=C(C(=O)NC(=O)N1)COCC(C(C(F)(F)F)(F)F)(F)F
59778-97-1,DTXSID2069361,CC(=C)C(=O)OCCC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
59852-65-2,DTXSID10886372,C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F
59872-84-3,DTXSID70886373,COC(C(C(F)(F)F)(F)F)O
599-06-4,DTXSID40851497,C1(C(C(N(C(C1(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
59935-60-3,DTXSID60787002,C1=CC(=CC(=C1)OC(C(OC(F)(F)F)(F)F)(F)F)[N+](=O)[O-]
60002-07-5,DTXSID90631786,C(C(C(F)(F)F)(F)[Si](Cl)(Cl)Cl)(F)F
60007-33-2,DTXSID30483726,CN1C=C(C(=O)N(C1=O)C)C(C(C(F)(F)F)(F)F)(F)F
60023-26-9,DTXSID20471970,CCOC(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
600700-53-6,DTXSID30797092,COCCCOC(=O)C(C(C(C(C(=O)OCCCOC)(F)F)(F)F)(F)F)(F)F
60096-00-6,DTXSID1073577,C12(C(C3(C(C(C1(F)F)(C(C(C2(F)F)(C3(F)F)F)(F)F)F)(F)F)F)(F)F)C(F)(F)F
60131-27-3,DTXSID50880516,C(C(C(=O)OCC(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)[O-])C(=O)OCC(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[Na+]
6014-75-1,DTXSID1064083,CC(=C)C(=O)OCCC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
60167-94-4,DTXSID60822306,CC1=C2C(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N=C(N2)C(C(F)(F)F)(F)F
60167-95-5,DTXSID00822305,CC1=C2C(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N=C(N2)C(C(C(F)(F)F)(F)F)(F)F
60167-96-6,DTXSID40822304,CCC(C)C1=C2C(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N=C(N2)C(C(F)(F)F)(F)F
60176-94-5,DTXSID20330598,C1C(CO1)(COCC(C(C(C(F)F)(F)F)(F)F)(F)F)COCC(C(C(C(F)F)(F)F)(F)F)(F)F
60194-47-0,DTXSID40797028,C=CC(=O)OCCNS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
60270-55-5,DTXSID9069392,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F.[K+]
60285-68-9,DTXSID30822212,CCCC(C=C)OC1=C(C=C(C2=C1NC(=N2)C(C(F)(F)F)(F)F)[N+](=O)[O-])[N+](=O)[O-]
60308-66-9,DTXSID70896497,C(#N)C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F
60308-67-0,DTXSID80896524,C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)N
60317-35-3,DTXSID30796989,CC(CO)(C1=CC=C(C=C1)C(C(C2=CC=CC=C2)(F)F)(F)F)O
603312-66-9,DTXSID90631064,C(C(C(F)(F)F)(F)F)OC(=O)C(F)(F)F
60351-77-1,DTXSID00822163,C1=CC=C(C(=C1)N)NC(=O)C(C(C(=O)N)(F)F)(F)F
60351-78-2,DTXSID40822162,C1=CC=C(C(=C1)N)NC(=O)C(C(C(C(=O)N)(F)F)(F)F)(F)F
60375-80-6,DTXSID70822130,C1=CC=C2C(=C1)C(=O)C(C2(C(F)(F)F)F)(F)F
6037-91-8,DTXSID20209134,C(=C(F)F)(OC(C(F)(F)I)(F)F)F
60433-11-6,DTXSID801021518,C12(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(C(C(C(C2(F)F)(F)F)(F)F)(F)F)F)F
6044-18-4,DTXSID00502610,C(=O)(C(C(C(F)(F)I)(F)F)(F)F)F
60453-92-1,DTXSID10896633,C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F.[Na+]
60521-76-8,DTXSID60330597,CCOC(=O)C(=P(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)C(C(C(C(=O)C(=P(C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)C(=O)OCC)(F)F)(F)F)(F)F
605685-98-1,DTXSID501023034,C(C(C(C(F)F)(F)F)(F)F)N
60598-11-0,DTXSID70623280,C(C(C(F)(F)F)(F)F)(OC(F)F)F
60632-00-0,DTXSID101023644,C(OC(C(F)(F)F)(C(F)(F)Cl)F)(F)F
6066-45-1,DTXSID00371323,C(=O)(C(C(F)(F)F)(F)Br)Cl
6066-46-2,DTXSID60382117,C(=O)(C(C(F)(F)F)(F)Cl)Cl
6066-47-3,DTXSID60382112,C(=O)(C(C(F)(F)F)(F)Cl)N
60699-51-6,DTXSID4069422,C(CO)C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
60702-00-3,DTXSID20381666,C1=CC=C(C(=C1)O)OC(C(F)(F)F)(F)F
60792-72-5,DTXSID10605888,C1=C(C=NC(=C1[N+](=O)[O-])NC(=O)C(C(F)(F)F)(F)F)Cl
60799-27-1,DTXSID20896548,C1(=C(C(=C(C(=C1F)F)Br)F)F)C(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F
608299-03-2,DTXSID60730992,CO[Si](C)(C)CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
60839-98-7,DTXSID40896161,C1(=C(C(=C(C(=C1F)F)F)F)F)NC(=O)C(C(C(F)(F)F)(F)F)(F)F
60871-92-3,DTXSID901023036,[Li+].C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-]
60871-96-7,DTXSID90896636,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[Na+]
60895-94-5,DTXSID70409405,CCN(CC)C(=O)C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
60895-95-6,DTXSID20821436,C1=CC=C(C=C1)COCC(C(C(C(F)F)(F)F)(F)F)(F)F
60895-96-7,DTXSID60821435,C1COC(O1)C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
60895-98-9,DTXSID60617577,CCN(CC)C(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F
60895-99-0,DTXSID10315612,CCN(CC)C(=O)C(C(C(C(C(=O)N(CC)CC)F)(F)F)(F)F)F
60896-00-6,DTXSID70315613,CCN(CC)C(=O)C(C(C(COCC1=CC=CC=C1)(F)F)(F)F)F
60934-65-8,DTXSID50617541,CCN(CC)C(=O)C(C(C(C(C(C(=O)N(CC)CC)(F)F)(F)F)(F)F)(F)F)F
60979-04-6,DTXSID50548366,C1=CC(=CC=C1C(C(F)(F)F)(F)F)N
60979-14-8,DTXSID30556000,C1=CC(=CC=C1C(C(F)(F)F)(F)F)[N+](=O)[O-]
60979-15-9,DTXSID10821369,C1=CC=C(C(=C1)C(C(F)(F)F)(F)F)[N+](=O)[O-]
609816-23-1,DTXSID00583368,C1=CC(=CC=C1CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CN
609818-38-4,DTXSID80896483,C(=C(F)F)(OC(C(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)(F)F)F
60983-07-5,DTXSID501022743,C(#CC(C(F)(F)F)(F)F)C(C(F)(F)F)(F)F.C(#CC(C(F)(F)F)(F)F)C(C(F)(F)F)(F)F
6104-17-2,DTXSID80896089,C(CO)NC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
6104-22-9,DTXSID70896033,CC(C)NC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
610778-18-2,DTXSID20896386,C1=CC(=C(C=C1Br)CCCC(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)O
610778-27-3,DTXSID10895989,COC1=C(C=C(C=C1)Br)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
610800-34-5,DTXSID30896594,C(C(C(C(C(F)(F)P(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
61097-79-8,DTXSID30880514,C(=C(F)F)(OC1(C(OC(C(O1)(C(F)(F)F)F)(F)F)(C(F)(F)F)F)F)F
61097-96-9,DTXSID40880520,C(=O)(C(C(F)(F)F)(OC1(C(OC(C(O1)(C(F)(F)F)F)(F)F)(C(F)(F)F)F)F)F)C(C(F)(F)F)(OC2(C(OC(C(O2)(C(F)(F)F)F)(F)F)(C(F)(F)F)F)F)F
61097-98-1,DTXSID00880521,C1(C(OC(C(O1)(F)F)(C(F)(F)F)F)(OC(C(C(F)(F)F)(OC2(C(OC(C(O2)(C(F)(F)F)F)(F)F)(C(F)(F)F)F)F)F)(C(F)(F)F)F)F)(C(F)(F)F)F
61098-00-8,DTXSID40896621,C(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F
61098-01-9,DTXSID00896526,C(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F
61119-62-8,DTXSID70881363,C(C(COCC(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OS(=O)(=O)[O-])OCC(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[Na+]
61136-57-0,DTXSID90820476,C(C(OC(Cl)(Cl)Cl)(F)F)(C(F)(F)F)(F)Cl
61146-71-2,DTXSID80820420,C(C(C(Cl)(Cl)Cl)(Cl)Cl)(C(F)(F)F)(F)F
61146-84-7,DTXSID40706872,C(C(C(Cl)(Cl)Cl)(Cl)Cl)(C(F)(F)F)(F)Cl
61196-11-0,DTXSID00210081,C(C(OC(C(F)(Cl)Cl)(F)F)(Cl)Cl)(C(F)(F)Cl)(F)F
6123-49-5,DTXSID50631328,C(C(F)(F)[Se][Se]C(C(F)(F)F)(F)F)(F)(F)F
6123-61-1,DTXSID90631327,C(C(F)(F)[Se]C(C(F)(F)F)(F)F)(F)(F)F
61253-02-9,DTXSID50796805,CC(=C)C(=O)OC(C(C(C(C(CC(F)(F)F)F)(F)F)(F)F)(F)F)(F)F
61282-82-4,DTXSID10617582,CN1CCC(=O)C(C1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
61282-83-5,DTXSID00818945,CCC(=C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)F)C=O
61282-87-9,DTXSID20818942,CCOC(=O)C=C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)F
61282-88-0,DTXSID60818941,CCC(=O)C(=C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)F)C
61282-89-1,DTXSID40631438,CCC(=O)C(C)C(C(C(F)(F)F)(F)F)(F)F
61282-91-5,DTXSID50540603,C1CCC(=O)C(C1)C(C(C(F)(F)F)(F)F)(F)F
6129-62-0,DTXSID20371325,C(=O)(C(C(F)(F)F)(F)Br)F
6130-43-4,DTXSID60880209,C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-].[NH4+]
61314-65-6,DTXSID80617579,CCC(C=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
61324-23-0,DTXSID30485240,C1=CC2=C(C=C1C(C(C(F)(F)F)(F)F)(F)F)N=C(O2)C(C(C(F)(F)F)(F)F)(F)F
61324-27-4,DTXSID50818435,CC(=O)O.C1=CC(=CC=C1C(C(C(F)(F)F)(F)F)(F)F)O
61324-28-5,DTXSID00485237,C1=CC(=CC=C1C(C(C(F)(F)F)(F)F)(F)F)O
61324-29-6,DTXSID60485238,C1=CC(=C(C=C1C(C(C(F)(F)F)(F)F)(F)F)[N+](=O)[O-])O
61324-30-9,DTXSID20485239,C1=CC(=C(C=C1C(C(C(F)(F)F)(F)F)(F)F)N)O
61324-34-3,DTXSID90818434,C(#N)C(OC(C(OC(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
61340-70-3,DTXSID30818332,C1(C(C(OC1(F)F)(F)F)(F)F)C(F)(F)F
61340-71-4,DTXSID70818331,C1(C(C(OC1(C(F)(F)F)F)(F)F)(F)F)(C(F)(F)F)F
61340-72-5,DTXSID90606570,C1(C(C(OC1(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)F
