CASRN,DTXSID,Name,Species,Sex,DosingAdj,HalfLife.h,kelim.h,Source,NObs,Multimodal,FittedDist
136909-72-3,DTXSID80382139,3-(Perfluoropropyl)-2-propanone,,,,4.943,,,,,
679-02-7,DTXSID60379269,3-(Perfluoropropyl)propanol,,,,52.55,,,,,
679-02-7,DTXSID60379269,3-(Perfluoropropyl)propanol,,,,4.943,,,,,
94200-43-8,DTXSID50881169,3-(Perfluorotetradecyl)-2-hydroxypropyl dihydrogen phosphate,,,,29070,,,,,
94200-43-8,DTXSID50881169,3-(Perfluorotetradecyl)-2-hydroxypropyl dihydrogen phosphate,,,,782.4,,,,,
1355554-81-2,DTXSID40896409,"3-(tert-Butylsulfanyl)-2-ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzoic acid",,,,29070,,,,,
1355554-81-2,DTXSID40896409,"3-(tert-Butylsulfanyl)-2-ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzoic acid",,,,782.4,,,,,
1355554-16-3,DTXSID00896400,"3-(tert-Butylsulfanyl)-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylbenzoic acid",,,,29070,,,,,
1355554-16-3,DTXSID00896400,"3-(tert-Butylsulfanyl)-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylbenzoic acid",,,,782.4,,,,,
119534-79-1,DTXSID10895722,3-(Tridecafluorohexyl)aniline,,,,29070,,,,,
119534-79-1,DTXSID10895722,3-(Tridecafluorohexyl)aniline,,,,782.4,,,,,
56285-78-0,DTXSID80703401,3-(Tridecafluorohexyl)benzene-1-thiol,,,,29070,,,,,
56285-78-0,DTXSID80703401,3-(Tridecafluorohexyl)benzene-1-thiol,,,,782.4,,,,,
169213-94-9,DTXSID70896018,3-(Tridecafluorohexyl)oxan-2-ol,,,,29070,,,,,
169213-94-9,DTXSID70896018,3-(Tridecafluorohexyl)oxan-2-ol,,,,782.4,,,,,
143094-26-2,DTXSID20566779,3-(Tridecafluorohexyl)pyridin-4-amine,,,,29070,,,,,
143094-26-2,DTXSID20566779,3-(Tridecafluorohexyl)pyridin-4-amine,,,,782.4,,,,,
128032-23-5,DTXSID70560929,3-(Tridecafluorohexyl)thiophene,,,,29070,,,,,
128032-23-5,DTXSID70560929,3-(Tridecafluorohexyl)thiophene,,,,52.55,,,,,
128032-23-5,DTXSID70560929,3-(Tridecafluorohexyl)thiophene,,,,782.4,,,,,
36957-50-3,DTXSID70783393,3-(Triethoxysilyl)propyl heptafluorobutanoate,,,,29070,,,,,
36957-50-3,DTXSID70783393,3-(Triethoxysilyl)propyl heptafluorobutanoate,,,,782.4,,,,,
92916-37-5,DTXSID80535320,3-(Trifluorosilyl)propyl nonafluoropentanoate,,,,29070,,,,,
92916-37-5,DTXSID80535320,3-(Trifluorosilyl)propyl nonafluoropentanoate,,,,52.55,,,,,
92916-37-5,DTXSID80535320,3-(Trifluorosilyl)propyl nonafluoropentanoate,,,,782.4,,,,,
98046-77-6,DTXSID20567807,3-(Trimethoxysilyl)propyl pentadecafluorooctanoate,,,,29070,,,,,
98046-77-6,DTXSID20567807,3-(Trimethoxysilyl)propyl pentadecafluorooctanoate,,,,782.4,,,,,
38471-83-9,DTXSID70617184,"3-[(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)oxy]-2-methylprop-1-ene",,,,52.55,,,,,
38471-83-9,DTXSID70617184,"3-[(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)oxy]-2-methylprop-1-ene",,,,4.943,,,,,
88489-75-2,DTXSID50575056,"3-[(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)sulfanyl]benzoic acid",,,,29070,,,,,
88489-75-2,DTXSID50575056,"3-[(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)sulfanyl]benzoic acid",,,,782.4,,,,,
142674-37-1,DTXSID20931584,"3-[(12,12,13,13,14,14,15,15,15-Nonafluoropentadecanoyl)oxy]-4-(trimethylazaniumyl)butanoate",,,,29070,,,,,
142674-37-1,DTXSID20931584,"3-[(12,12,13,13,14,14,15,15,15-Nonafluoropentadecanoyl)oxy]-4-(trimethylazaniumyl)butanoate",,,,782.4,,,,,
142674-38-2,DTXSID80931585,"3-[(12,12,13,13,14,14,15,15,16,16,17,17,17-Tridecafluoroheptadecanoyl)oxy]-4-(trimethylazaniumyl)butanoate",,,,29070,,,,,
142674-38-2,DTXSID80931585,"3-[(12,12,13,13,14,14,15,15,16,16,17,17,17-Tridecafluoroheptadecanoyl)oxy]-4-(trimethylazaniumyl)butanoate",,,,782.4,,,,,
156294-55-2,DTXSID00621512,"3-[(2,2,3,3,4,4,4-Heptafluorobutoxy)methyl]-3-methyloxetane",,,,52.55,,,,,
1441382-30-4,DTXSID00896001,"3-[(2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoroheptyl)amino]phenol",,,,29070,,,,,
1441382-30-4,DTXSID00896001,"3-[(2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoroheptyl)amino]phenol",,,,782.4,,,,,
89984-91-8,DTXSID60756213,"3-[(2,2,3,3,4,4,5,5,6,6,7,7,8,8-Tetradecafluorooctyl)amino]phenol",,,,29070,,,,,
89984-91-8,DTXSID60756213,"3-[(2,2,3,3,4,4,5,5,6,6,7,7,8,8-Tetradecafluorooctyl)amino]phenol",,,,782.4,,,,,
142214-54-8,DTXSID30602213,"3-[(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl)oxy]thiophene",,,,29070,,,,,
142214-54-8,DTXSID30602213,"3-[(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl)oxy]thiophene",,,,782.4,,,,,
135548-22-0,DTXSID90895543,"3-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)oxy]propane-1,2-diol",,,,29070,,,,,
135548-22-0,DTXSID90895543,"3-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)oxy]propane-1,2-diol",,,,52.55,,,,,
135548-22-0,DTXSID90895543,"3-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)oxy]propane-1,2-diol",,,,782.4,,,,,
56300-32-4,DTXSID30895562,"3-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)oxy]propanenitrile",,,,52.55,,,,,
126814-93-5,DTXSID30563299,"3-[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)oxy]propane-1,2-diol",,,,29070,,,,,
126814-93-5,DTXSID30563299,"3-[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)oxy]propane-1,2-diol",,,,782.4,,,,,
64972-10-7,DTXSID10794009,"3-[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)sulfanyl]propanamide",,,,29070,,,,,
64972-10-7,DTXSID10794009,"3-[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)sulfanyl]propanamide",,,,782.4,,,,,
36880-06-5,DTXSID2073487,"3-[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)thio]-1-propanol",,,,29070,,,,,
36880-06-5,DTXSID2073487,"3-[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)thio]-1-propanol",,,,782.4,,,,,
433333-62-1,DTXSID80893396,3-[2-(Perfluorohexyl)ethylthio]propanoic acid lithium salt,,,,29070,,,,,
433333-62-1,DTXSID80893396,3-[2-(Perfluorohexyl)ethylthio]propanoic acid lithium salt,,,,782.4,,,,,
54207-74-8,DTXSID701022068,3-[2-(Perfluorooctyl)ethylsulfonyl]propanoic acid,,,,29070,,,,,
54207-74-8,DTXSID701022068,3-[2-(Perfluorooctyl)ethylsulfonyl]propanoic acid,,,,782.4,,,,,
36880-07-6,DTXSID7073488,"3-[(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)thio]-1-propanol",,,,29070,,,,,
36880-07-6,DTXSID7073488,"3-[(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)thio]-1-propanol",,,,782.4,,,,,
476304-39-9,DTXSID40893397,"3-[(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)thio]-2-methylpropanoic acid lithium salt",,,,29070,,,,,
476304-39-9,DTXSID40893397,"3-[(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)thio]-2-methylpropanoic acid lithium salt",,,,782.4,,,,,
36880-08-7,DTXSID2073489,3-[(Perfluorodecyl)ethylthio]-1-propanol,,,,29070,,,,,
36880-08-7,DTXSID2073489,3-[(Perfluorodecyl)ethylthio]-1-propanol,,,,782.4,,,,,
142674-34-8,DTXSID40931581,"3-[(6,6,7,7,8,8,9,9,10,10,11,11,11-Tridecafluoroundecanoyl)oxy]-4-(trimethylazaniumyl)butanoate",,,,29070,,,,,
142674-34-8,DTXSID40931581,"3-[(6,6,7,7,8,8,9,9,10,10,11,11,11-Tridecafluoroundecanoyl)oxy]-4-(trimethylazaniumyl)butanoate",,,,782.4,,,,,
142674-36-0,DTXSID60931583,"3-[(6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,13-Heptadecafluorotridecanoyl)oxy]-4-(trimethylazaniumyl)butanoate",,,,29070,,,,,
142674-36-0,DTXSID60931583,"3-[(6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,13-Heptadecafluorotridecanoyl)oxy]-4-(trimethylazaniumyl)butanoate",,,,782.4,,,,,
1355554-79-8,DTXSID70896412,"3-[(Butan-2-yl)sulfanyl]-2-ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzoic acid",,,,29070,,,,,
1355554-79-8,DTXSID70896412,"3-[(Butan-2-yl)sulfanyl]-2-ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzoic acid",,,,782.4,,,,,
1355554-14-1,DTXSID40896404,"3-[(Butan-2-yl)sulfanyl]-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylbenzoic acid",,,,29070,,,,,
1355554-14-1,DTXSID40896404,"3-[(Butan-2-yl)sulfanyl]-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylbenzoic acid",,,,782.4,,,,,
424-55-5,DTXSID50301791,"3-[(Carboxymethyl)sulfanyl]-4,4,5,5,6,6,6-heptafluorohexanoic acid",,,,29070,,,,,
424-55-5,DTXSID50301791,"3-[(Carboxymethyl)sulfanyl]-4,4,5,5,6,6,6-heptafluorohexanoic acid",,,,52.55,,,,,
424-55-5,DTXSID50301791,"3-[(Carboxymethyl)sulfanyl]-4,4,5,5,6,6,6-heptafluorohexanoic acid",,,,4.943,,,,,
424-55-5,DTXSID50301791,"3-[(Carboxymethyl)sulfanyl]-4,4,5,5,6,6,6-heptafluorohexanoic acid",,,,782.4,,,,,
79865-60-4,DTXSID70507233,3-[(Heptafluoropropyl)sulfanyl]benzoic acid,,,,29070,,,,,
79865-60-4,DTXSID70507233,3-[(Heptafluoropropyl)sulfanyl]benzoic acid,,,,782.4,,,,,
875628-33-4,DTXSID00895498,3-[(Nonafluorobutyl)sulfanyl]propan-1-ol,,,,29070,,,,,
875628-33-4,DTXSID00895498,3-[(Nonafluorobutyl)sulfanyl]propan-1-ol,,,,782.4,,,,,
875628-33-4,DTXSID00895498,3-[(Nonafluorobutyl)sulfanyl]propan-1-ol,,,,4.943,,,,,
178094-76-3,DTXSID50893565,"3-[(Perfluorobutane-1-sulfonyl)amino]-N,N-dimethylpropan-1-amine N-oxide",,,,29070,,,,,
178094-76-3,DTXSID50893565,"3-[(Perfluorobutane-1-sulfonyl)amino]-N,N-dimethylpropan-1-amine N-oxide",,,,782.4,,,,,
178094-73-0,DTXSID90893564,"3-[(Perfluorobutane-1-sulfonyl)amino]-N,N-dimethylpropan-1-amine N-oxide potassium salt",,,,29070,,,,,
178094-73-0,DTXSID90893564,"3-[(Perfluorobutane-1-sulfonyl)amino]-N,N-dimethylpropan-1-amine N-oxide potassium salt",,,,782.4,,,,,
178094-70-7,DTXSID80893553,"3-[(Perfluoroheptane-1-sulfonyl)amino]-N,N-dimethylpropan-1-amine N-oxide potassium salt",,,,29070,,,,,
178094-70-7,DTXSID80893553,"3-[(Perfluoroheptane-1-sulfonyl)amino]-N,N-dimethylpropan-1-amine N-oxide potassium salt",,,,782.4,,,,,
178094-71-8,DTXSID70893562,"3-[(Perfluorohexane-1-sulfonyl)amino]-N,N-dimethylpropan-1-amine N-oxide potassium salt",,,,29070,,,,,
178094-71-8,DTXSID70893562,"3-[(Perfluorohexane-1-sulfonyl)amino]-N,N-dimethylpropan-1-amine N-oxide potassium salt",,,,782.4,,,,,
178094-69-4,DTXSID90881345,"3-[(Perfluorooctane-1-sulfonyl)amino]-N,N-dimethylpropan-1-amine N-oxide potassium",,,,29070,,,,,
178094-69-4,DTXSID90881345,"3-[(Perfluorooctane-1-sulfonyl)amino]-N,N-dimethylpropan-1-amine N-oxide potassium",,,,782.4,,,,,
178094-72-9,DTXSID30893563,"3-[(Perfluoropentane-1-sulfonyl)amino]-N,N-dimethylpropan-1-amine N-oxide potassium salt",,,,29070,,,,,
178094-72-9,DTXSID30893563,"3-[(Perfluoropentane-1-sulfonyl)amino]-N,N-dimethylpropan-1-amine N-oxide potassium salt",,,,782.4,,,,,
2089108-61-0,DTXSID601022053,3-[[(Perfluoropropyl)sulfonyl]amino]propanesulfonic acid,,,,29070,,,,,
2089108-61-0,DTXSID601022053,3-[[(Perfluoropropyl)sulfonyl]amino]propanesulfonic acid,,,,782.4,,,,,
2089108-61-0,DTXSID601022053,3-[[(Perfluoropropyl)sulfonyl]amino]propanesulfonic acid,,,,52.55,,,,,
2089108-61-0,DTXSID601022053,3-[[(Perfluoropropyl)sulfonyl]amino]propanesulfonic acid,,,,4.943,,,,,
38850-60-1,DTXSID1068146,3-[[3-(Dimethylamino)propyl][(perfluorohexyl)sulfonyl]amino]-1-propanesulfonic acid,,,,29070,,,,,
38850-60-1,DTXSID1068146,3-[[3-(Dimethylamino)propyl][(perfluorohexyl)sulfonyl]amino]-1-propanesulfonic acid,,,,782.4,,,,,
89863-64-9,DTXSID40529609,"3-[1-(Furan-2-yl)-2-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)ethyl]pentane-2,4-dione",,,,29070,,,,,
89863-64-9,DTXSID40529609,"3-[1-(Furan-2-yl)-2-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)ethyl]pentane-2,4-dione",,,,782.4,,,,,
89863-63-8,DTXSID80529608,"3-[1-(Thiophen-2-yl)-2-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)ethyl]pentane-2,4-dione",,,,29070,,,,,
89863-63-8,DTXSID80529608,"3-[1-(Thiophen-2-yl)-2-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)ethyl]pentane-2,4-dione",,,,782.4,,,,,
87112-48-9,DTXSID70896553,"N-[3-(Dimethyloxidoamino)propyl]-2,2,3,3,4,4-hexafluoro-4- (1,1,2,2,3,3,3-heptafluoropropoxy)butanamide",,,,29070,,,,,
87112-48-9,DTXSID70896553,"N-[3-(Dimethyloxidoamino)propyl]-2,2,3,3,4,4-hexafluoro-4- (1,1,2,2,3,3,3-heptafluoropropoxy)butanamide",,,,782.4,,,,,
243659-13-4,DTXSID70379735,"3-[2,2,3,3,4,4,5,5-octafluoro-1-(trifluoromethyl)cyclopentyl]propanoic Acid",,,,29070,,,,,
243659-13-4,DTXSID70379735,"3-[2,2,3,3,4,4,5,5-octafluoro-1-(trifluoromethyl)cyclopentyl]propanoic Acid",,,,782.4,,,,,
119511-16-9,DTXSID10896496,"3-[2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)propoxy]prop-1-ene",,,,52.55,,,,,
125034-27-7,DTXSID901023717,"3-[2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propoxy]propoxy]-1-propene",,,,29070,,,,,
125034-27-7,DTXSID901023717,"3-[2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)propoxy]propoxy]-1-propene",,,,782.4,,,,,
111363-99-6,DTXSID20549522,"3-[3,3,4,4,5,5,5-Heptafluoro-2,2-bis(trifluoromethyl)pentyl]benzonitrile",,,,29070,,,,,
111363-99-6,DTXSID20549522,"3-[3,3,4,4,5,5,5-Heptafluoro-2,2-bis(trifluoromethyl)pentyl]benzonitrile",,,,782.4,,,,,
852317-38-5,DTXSID0047329,"3-[5'-fluoro-2'-(2,2,3,3,3-pentafluoropropoxy)biphenyl-3-yl]-1H-1,2,4-triazole-5-carboxamide",,,,29070,,,,,
852317-38-5,DTXSID0047329,"3-[5'-fluoro-2'-(2,2,3,3,3-pentafluoropropoxy)biphenyl-3-yl]-1H-1,2,4-triazole-5-carboxamide",,,,782.4,,,,,
2546-54-5,DTXSID90593173,"3-[Bromo(difluoro)methyl]-3,4,4,4-tetrafluorobut-1-ene",,,,52.55,,,,,
2546-54-5,DTXSID90593173,"3-[Bromo(difluoro)methyl]-3,4,4,4-tetrafluorobut-1-ene",,,,4.943,,,,,
20120-37-0,DTXSID00782556,3-[Chloro(dimethyl)silyl]propyl pentadecafluorooctanoate,,,,29070,,,,,
20120-37-0,DTXSID00782556,3-[Chloro(dimethyl)silyl]propyl pentadecafluorooctanoate,,,,782.4,,,,,
89685-61-0,DTXSID30893301,3-[Ethyl(perfluoro-1-oxooctyl)amino]-1-propanesulfonic acid sodium salt,,,,29070,,,,,
89685-61-0,DTXSID30893301,3-[Ethyl(perfluoro-1-oxooctyl)amino]-1-propanesulfonic acid sodium salt,,,,782.4,,,,,
119511-20-5,DTXSID601023687,3-[Perfluoro(2-(propoxy)propoxy)]propyl trichlorosilane,,,,29070,,,,,
119511-20-5,DTXSID601023687,3-[Perfluoro(2-(propoxy)propoxy)]propyl trichlorosilane,,,,782.4,,,,,
759411-03-5,DTXSID20861135,3-{[3-(Dimethylamino)-2-hydroxypropyl][(heptadecafluorooctyl)sulfonyl]amino}-1-propanesulfonic acid,,,,29070,,,,,
759411-03-5,DTXSID20861135,3-{[3-(Dimethylamino)-2-hydroxypropyl][(heptadecafluorooctyl)sulfonyl]amino}-1-propanesulfonic acid,,,,782.4,,,,,
788772-31-6,DTXSID00860964,3-{[3-(Dimethylamino)propyl](perfluorohexane-1-sulfonyl)amino}-2-hydroxypropane-1-sulfonic acid,,,,29070,,,,,
788772-31-6,DTXSID00860964,3-{[3-(Dimethylamino)propyl](perfluorohexane-1-sulfonyl)amino}-2-hydroxypropane-1-sulfonic acid,,,,782.4,,,,,
793624-88-1,DTXSID10867560,3-{[3-(Dimethylamino)propyl][(heptadecafluorooctyl)sulfonyl]amino}-2-hydroxy-1-propanesulfonic acid,,,,29070,,,,,
793624-88-1,DTXSID10867560,3-{[3-(Dimethylamino)propyl][(heptadecafluorooctyl)sulfonyl]amino}-2-hydroxy-1-propanesulfonic acid,,,,782.4,,,,,
2089109-73-7,DTXSID801022073,3-{[4-(Dimethylamino)-1-hydroxy-2-butanyl][(undecafluoropentyl)sulfonyl]amino}-1-propanesulfonic acid,,,,29070,,,,,
2089109-73-7,DTXSID801022073,3-{[4-(Dimethylamino)-1-hydroxy-2-butanyl][(undecafluoropentyl)sulfonyl]amino}-1-propanesulfonic acid,,,,782.4,,,,,
192082-41-0,DTXSID90773554,"3-{2-[Bis(1,1,2,2-tetrafluoro-2-hydroxyethyl)amino]phenyl}prop-2-enal",,,,29070,,,,,
192082-41-0,DTXSID90773554,"3-{2-[Bis(1,1,2,2-tetrafluoro-2-hydroxyethyl)amino]phenyl}prop-2-enal",,,,782.4,,,,,
120110-91-0,DTXSID50895625,"3-Acetyl-5,5,6,6,7,7,8,8,8-nonafluorooctane-2,4-dione",,,,29070,,,,,
120110-91-0,DTXSID50895625,"3-Acetyl-5,5,6,6,7,7,8,8,8-nonafluorooctane-2,4-dione",,,,782.4,,,,,
120110-91-0,DTXSID50895625,"3-Acetyl-5,5,6,6,7,7,8,8,8-nonafluorooctane-2,4-dione",,,,52.55,,,,,
150618-42-1,DTXSID10895525,"3-Amino-4,4,5,5,6,6,6-heptafluorohexanoic acid",,,,29070,,,,,
150618-42-1,DTXSID10895525,"3-Amino-4,4,5,5,6,6,6-heptafluorohexanoic acid",,,,52.55,,,,,
150618-42-1,DTXSID10895525,"3-Amino-4,4,5,5,6,6,6-heptafluorohexanoic acid",,,,4.943,,,,,
150618-42-1,DTXSID10895525,"3-Amino-4,4,5,5,6,6,6-heptafluorohexanoic acid",,,,782.4,,,,,
95906-13-1,DTXSID50536985,"3-Azido-2,3,3-trifluoro-2-(heptafluoropropoxy)propanoic acid",,,,52.55,,,,,
95906-13-1,DTXSID50536985,"3-Azido-2,3,3-trifluoro-2-(heptafluoropropoxy)propanoic acid",,,,29070,,,,,
86414-16-6,DTXSID40544291,"3-Azido-2,3,3-trifluoro-2-(heptafluoropropoxy)propanoyl fluoride",,,,52.55,,,,,
862133-36-6,DTXSID30896458,"3-Benzamido-2,6-difluoro-N-[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]benzamide",,,,29070,,,,,
862133-36-6,DTXSID30896458,"3-Benzamido-2,6-difluoro-N-[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]benzamide",,,,782.4,,,,,
917920-93-5,DTXSID90846777,"3-Benzamido-N-(2,2,3,3,3-pentafluoropropyl)benzamide",,,,29070,,,,,
917920-93-5,DTXSID90846777,"3-Benzamido-N-(2,2,3,3,3-pentafluoropropyl)benzamide",,,,782.4,,,,,
917920-93-5,DTXSID90846777,"3-Benzamido-N-(2,2,3,3,3-pentafluoropropyl)benzamide",,,,52.55,,,,,
917920-92-4,DTXSID50846778,"3-Benzamido-N-(2,2,3,3,4,4,4-heptafluorobutyl)benzamide",,,,29070,,,,,
917920-92-4,DTXSID50846778,"3-Benzamido-N-(2,2,3,3,4,4,4-heptafluorobutyl)benzamide",,,,782.4,,,,,
422-01-5,DTXSID40195025,"3-Bromo-1,1,1,2,2-pentafluoropropane",,,,52.55,,,,,
422-01-5,DTXSID40195025,"3-Bromo-1,1,1,2,2-pentafluoropropane",,,,4.943,,,,,
140427-84-5,DTXSID30568345,"3-Bromo-1,1,2,3,4,4,4-heptafluorobut-1-ene",,,,52.55,,,,,
140427-84-5,DTXSID30568345,"3-Bromo-1,1,2,3,4,4,4-heptafluorobut-1-ene",,,,4.943,,,,,
22633-83-6,DTXSID90536984,"3-Bromo-2,2,3,3-tetrafluoropropanoic acid",,,,52.55,,,,,
22633-83-6,DTXSID90536984,"3-Bromo-2,2,3,3-tetrafluoropropanoic acid",,,,782.4,,,,,
22633-83-6,DTXSID90536984,"3-Bromo-2,2,3,3-tetrafluoropropanoic acid",,,,29070,,,,,
22633-83-6,DTXSID90536984,"3-Bromo-2,2,3,3-tetrafluoropropanoic acid",,,,4.943,,,,,
64053-15-2,DTXSID60440802,"3-Bromo-2,2,3,3-tetrafluoropropanoyl chloride",,,,52.55,,,,,
64053-15-2,DTXSID60440802,"3-Bromo-2,2,3,3-tetrafluoropropanoyl chloride",,,,4.943,,,,,
661-83-6,DTXSID501023315,"3-Bromo-3-chloro-1,1,1,2,2-pentafluoropropane",,,,52.55,,,,,
661-83-6,DTXSID501023315,"3-Bromo-3-chloro-1,1,1,2,2-pentafluoropropane",,,,4.943,,,,,
88639-61-6,DTXSID10749256,#N/A,,,,52.55,,,,,
88639-61-6,DTXSID10749256,#N/A,,,,4.943,,,,,
216393-99-6,DTXSID00371222,3-Bromo-4-chloropentafluorobutyric acid,,,,782.4,,,,,
216393-99-6,DTXSID00371222,3-Bromo-4-chloropentafluorobutyric acid,,,,52.55,,,,,
216393-99-6,DTXSID00371222,3-Bromo-4-chloropentafluorobutyric acid,,,,4.943,,,,,
1816285-38-7,DTXSID10896350,"3-Bromo-5-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)pyridine",,,,29070,,,,,
1816285-38-7,DTXSID10896350,"3-Bromo-5-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)pyridine",,,,782.4,,,,,
1816285-38-7,DTXSID10896350,"3-Bromo-5-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)pyridine",,,,4.943,,,,,
1816285-38-7,DTXSID10896350,"3-Bromo-5-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)pyridine",,,,52.55,,,,,
313475-52-4,DTXSID00585029,3-Butyl-1-((perfluorohexyl)eth-2-yl)-1H-imidazol-3-ium hexafluorophosphate,,,,29070,,,,,
313475-52-4,DTXSID00585029,3-Butyl-1-((perfluorohexyl)eth-2-yl)-1H-imidazol-3-ium hexafluorophosphate,,,,782.4,,,,,
50807-73-3,DTXSID80789801,"3-Chloro-1,1,1,2,2-pentafluoro-3-(1,1,2,2-tetrafluoroethoxy)propane",,,,52.55,,,,,
422-02-6,DTXSID5073905,"3-Chloro-1,1,1,2,2-pentafluoropropane",,,,52.55,,,,,
422-02-6,DTXSID5073905,"3-Chloro-1,1,1,2,2-pentafluoropropane",,,,4.943,,,,,
422-57-1,DTXSID20455371,"3-Chloro-1,1,1,2,2,3-hexafluoropropane",,,,52.55,,,,,
422-57-1,DTXSID20455371,"3-Chloro-1,1,1,2,2,3-hexafluoropropane",,,,4.943,,,,,
94237-06-6,DTXSID50241204,"3-Chloro-1,1,1,5,5,5-hexamethyl-3-((perfluorohexyl)ethyl)trisiloxane",,,,29070,,,,,
94237-06-6,DTXSID50241204,"3-Chloro-1,1,1,5,5,5-hexamethyl-3-((perfluorohexyl)ethyl)trisiloxane",,,,782.4,,,,,
110072-13-4,DTXSID60763104,"3-Chloro-1,1,2,2-tetrafluoro-3-oxopropyl sulfurofluoridate",,,,52.55,,,,,
110072-13-4,DTXSID60763104,"3-Chloro-1,1,2,2-tetrafluoro-3-oxopropyl sulfurofluoridate",,,,782.4,,,,,
110072-13-4,DTXSID60763104,"3-Chloro-1,1,2,2-tetrafluoro-3-oxopropyl sulfurofluoridate",,,,4.943,,,,,
89308-01-0,DTXSID00753084,"3-Chloro-1,1,2,2,3,3-hexafluoropropan-1-ol",,,,52.55,,,,,
89308-01-0,DTXSID00753084,"3-Chloro-1,1,2,2,3,3-hexafluoropropan-1-ol",,,,4.943,,,,,
85131-87-9,DTXSID90542348,#N/A,,,,52.55,,,,,
85131-87-9,DTXSID90542348,#N/A,,,,4.943,,,,,
521069-01-2,DTXSID00672862,"3-Chloro-1,1,3,5,5-pentamethyl-1,5-bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)trisiloxane",,,,29070,,,,,
521069-01-2,DTXSID00672862,"3-Chloro-1,1,3,5,5-pentamethyl-1,5-bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)trisiloxane",,,,782.4,,,,,
88639-62-7,DTXSID70749257,#N/A,,,,52.55,,,,,
88639-62-7,DTXSID70749257,#N/A,,,,782.4,,,,,
88639-62-7,DTXSID70749257,#N/A,,,,4.943,,,,,
114639-14-4,DTXSID90557997,#N/A,,,,52.55,,,,,
114639-14-4,DTXSID90557997,#N/A,,,,4.943,,,,,
661-82-5,DTXSID00382111,"3-Chloro-2,2,3,3-tetrafluoropropanoic acid",,,,52.55,,,,,
661-82-5,DTXSID00382111,"3-Chloro-2,2,3,3-tetrafluoropropanoic acid",,,,4.943,,,,,
